Age,Weight,Goal,Exercise,Title,Type,Equipment,Level,Rating,Desc
54,89.51087634752177,0,Plank up-down,Plank up-down,Strength,2,1,6.286607142857143,"The plank up-down is a variation of the plank push-up that ends in an elbow plank rather than with the chest on the ground. It involves transitioning between the two positions one arm at a time, rather than two. It puts more stress on the triceps and core than traditional planks. It can be performed for time or reps in any bodyweight workout or during the core-focused portion of any workout."
22,63.42477189143024,1,MetaBurn Tabletop Hip Thrust,MetaBurn Tabletop Hip Thrust,Strength,2,1,6.286607142857143,
36,64.82287454658348,1,MetaBurn Split-Leg Crunch,MetaBurn Split-Leg Crunch,Strength,2,1,6.286607142857143,
31,83.92211109132053,0,Holman Straight-Arm Side Plank Overhead Press to Chest Press,Holman Straight-Arm Side Plank Overhead Press to Chest Press,Strength,4,1,6.286607142857143,
43,102.79774810407042,0,Holman Plate In-and-Out Push-Up,Holman Plate In-and-Out Push-Up,Strength,9,1,6.286607142857143,
21,93.36484259853114,1,Hanging leg raise,Hanging leg raise,Strength,2,1,8.9,"The hanging leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Instead of resting your forearms on the pads of a captain's chair, you perform these hanging from a bar. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps."
42,70.81485337657872,0,Holman Straight-Leg Boat Hover Chest Press,Holman Straight-Leg Boat Hover Chest Press,Strength,9,1,6.286607142857143,
59,80.12360242562448,1,Holman Towel Dirty Dog,Holman Towel Dirty Dog,Strength,2,1,6.286607142857143,
42,61.946533098499884,1,FYR Hollow-Body Rock,FYR Hollow-Body Rock,Strength,2,1,6.286607142857143,"The hollow-body rock is a bodyweight abdominal exercise performed on the floor. It starts with a hollow-body hold and adds a back-and-forth rock that challenges core stability and increases the difficulty of the movement. It can be performed for time or for reps, either in an ab-focused portion of a workout or as part of a circuit workout."
35,55.22408700359572,0,Push-Up Roll Out - Gethin Variation,Push-Up Roll Out - Gethin Variation,Strength,2,1,6.286607142857143,
57,104.78872285209044,2,Holman Straight Plank with Alternating Leg Kick-Under,Holman Straight Plank with Alternating Leg Kick-Under,Strength,2,1,6.286607142857143,
25,68.57711864317362,0,Plank leg raise,Plank leg raise,Strength,2,1,6.286607142857143,"The plank leg raise is an isometric abdominal exercise that targets the muscles of the core, the deep core or transversus abdominis in particular. It also targets the muscles of the glutes and hips. It can be performed for time or reps in the ab-focused portion of any workout."
56,62.44364714958738,2,30 Hanging Leg Raise With Dumbbell,30 Hanging Leg Raise With Dumbbell,Strength,4,1,6.286607142857143,
57,98.41326388985235,1,Lying leg lift,Lying leg lift,Strength,2,1,6.286607142857143,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
31,93.26361720010303,1,Dumbbell T-hold,Dumbbell T-hold,Strength,4,1,6.286607142857143,"The dumbbell T-hold is a static exercise that primarily targets the obliques, although it also works the shoulders and upper back. It involves holding a dumbbell in the air while in a side plank position. It is usually performed for timed holds, although it can be performed dynamically for reps as a plank with dumbbell rotation."
49,94.32327382094249,2,Kneeling cable oblique crunch,Kneeling cable oblique crunch,Strength,3,1,9.0,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher."
55,66.02262233926295,1,Roman Chair Side Ups,Roman Chair Side Ups,Strength,2,1,6.286607142857143,
50,66.28518769938768,2,Holman Alternating Up-Down Plank to Push-Up,Holman Alternating Up-Down Plank to Push-Up,Strength,2,1,6.286607142857143,
40,65.45618408499473,2,Crab walk,Crab walk,Strength,2,1,6.286607142857143,"The crab walk is a full-body exercise that has been popular in schools and gym classes for decades. It's a full-body coordination challenge that also burns serious calories, making it an excellent inclusion in a full-body warm-up or bodyweight circuit workout."
32,62.162681696360615,1,Tyler Holt Hanging Toes-To-Bar,Tyler Holt Hanging Toes-To-Bar,Strength,2,1,6.286607142857143,
50,95.90065707931595,2,Holman Straight Plank Quick Reach,Holman Straight Plank Quick Reach,Strength,2,1,6.286607142857143,
42,109.3611119674581,0,Hollow-hold ball toss,Hollow-hold ball toss,Strength,8,1,0.0,"The hollow-hold ball toss is a more difficult version of the hollow-body hold exercise. It involves tossing a ball to a partner while maintaining an isometric hold in the hollow-body position. It can be done for reps or time in any ab-focused workout, or in an ""I go, you go"" format."
34,100.70222287736628,0,Tyler Holt Cable Torso Twist,Tyler Holt Cable Torso Twist,Strength,3,1,6.286607142857143,
50,105.44655436323802,1,HM Floor Jack,HM Floor Jack,Strength,2,1,6.286607142857143,
19,78.33589003596398,1,Decline leg lift with twist,Decline leg lift with twist,Strength,2,1,6.286607142857143,"The decline leg lift with twist is a bodyweight core exercise targeting the obliques and rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit."
31,95.78530567603987,2,Sledgehammer swing,Sledgehammer swing,Plyometrics,9,1,8.6,The sledgehammer swing is an exercise working the abdominals and numerous other muscles. The sledgehammer is slammed from overhead onto a tire which absorbs the impact and causes the hammer to bounce back up. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.
57,74.79653683113422,2,Suspended Reverse Crunch,Suspended Reverse Crunch,Strength,2,1,7.8,
57,86.7853235378048,2,Holman Weighted Kneeling Lift,Holman Weighted Kneeling Lift,Strength,9,1,6.286607142857143,
56,83.71443925744036,2,Decline band press sit-up,Decline band press sit-up,Strength,0,1,6.286607142857143,"The decline band press sit-up is a weighted core exercise that works the rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. It also taxes the muscles of the shoulders and upper back. Sit-up variations with added resistance are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout."
23,62.38210016006981,0,Ab Wheel Roll-Out - Gethin Variation,Ab Wheel Roll-Out - Gethin Variation,Strength,9,1,6.286607142857143,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks."
23,77.09551322349415,0,Holman Reverse Crunch to Hip Raise,Holman Reverse Crunch to Hip Raise,Strength,2,1,6.286607142857143,
20,117.46755928376457,1,FYR2 Squat-Clean-Alternating-Press Complex,FYR2 Squat-Clean-Alternating-Press Complex,Strength,6,1,6.286607142857143,
24,67.40061804004594,2,Spider crunch,Spider crunch,Strength,2,1,6.286607142857143,"The spider crunch is a core exercise that begins in a straight-arm plank position and involves raising one knee toward your same-side elbow to target the obliques. It is similar to a mountain climber, but with the knees out wider. It can be performed for time or reps as bodyweight ab training or conditioning."
25,59.366261539564206,2,Partner medicine ball sit-up,Partner medicine ball sit-up,Strength,8,1,6.286607142857143,"The partner medicine ball sit-up is a more difficult version of the traditional abdominal exercise. Two partners pass a medicine ball back and forth at the top of each rep, so each one must alternate a weighted rep with an unweighted rep. This technique can be done for reps or time in any ab-focused workout, in an ""I go, you go"" format."
59,79.30064351367547,1,Pillar-To-Plank,Pillar-To-Plank,Strength,2,1,6.286607142857143,
32,105.32364151021036,2,Toe-touch,Toe-touch,Strength,2,1,6.286607142857143,"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout."
46,90.75037608459806,2,FYR2 Loaded to Unloaded Beast,FYR2 Loaded to Unloaded Beast,Strength,4,1,6.286607142857143,
50,97.66823790667712,2,Holman Froggy Push-Up,Holman Froggy Push-Up,Strength,2,1,6.286607142857143,
47,63.2786393722274,2,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Strength,4,1,6.286607142857143,
56,93.3263735105405,2,Holman Alternating Slow L-Raise,Holman Alternating Slow L-Raise,Strength,2,1,6.286607142857143,
44,72.64502764380316,1,Chin-up crunch,Chin-up crunch,Strength,2,1,6.286607142857143,The chin-up crunch is an exercise targeting the core and overall upper-body strength. It combines a chin-up with a knee raise or crunch to give extra emphasis to the core.
53,108.40123561683373,2,Holman Reverse Straight Plank with Alternating Heel Pull-In,Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,2,1,6.286607142857143,
46,94.05091642075153,1,Side plank lateral raise,Side plank lateral raise,Strength,2,1,6.286607142857143,"The side plank lateral raise is an exercise that combines an isometric side plank hold with a dumbbell raise to target both the core and the shoulders. You probably won't be able to use much weight without disrupting your balance, but even at light weight, this is a movement that can help address multiple muscle groups in a time-efficient workout."
55,63.91993944427071,2,Partner lying leg raise with throw down,Partner lying leg raise with throw down,Strength,2,0,0.0,The partner lying leg raise with throw down is a core exercise in which one partner performs a leg raise while the other partner pushes their legs back down. The partner performing the exercise has to use core strength and stability to keep their legs from falling to the ground.
50,54.52316758908603,0,MetaBurn-V-Up,MetaBurn-V-Up,Strength,2,1,6.286607142857143,
54,52.98432465009229,0,30 Bosu Cable Reverse Crunch,30 Bosu Cable Reverse Crunch,Strength,5,1,6.286607142857143,
44,75.99859973550986,0,Holman Towel Reverse Plank Jack,Holman Towel Reverse Plank Jack,Strength,2,1,6.286607142857143,
50,68.60957956580194,0,HM Right Side Hollow Hold with Pulse,HM Right Side Hollow Hold with Pulse,Strength,2,1,6.286607142857143,
21,95.22630864237556,1,Holman Alternating Crab Reach,Holman Alternating Crab Reach,Strength,2,1,6.286607142857143,
39,84.95336844850328,1,Sit-up with single-arm overhand throw,Sit-up with single-arm overhand throw,Plyometrics,8,1,0.0,"The sit-up with single-arm overhand throw is an exercise targeting the core muscles, but the inclusion of the throw also brings in other upper-body muscles. When you come to the top of the sit-up position, you throw a medicine ball using one arm to a partner who then throws it right back to you to be caught with both hands. It can be performed for time or reps as part of the ab-focused portion of any workout."
